# Raw game results, one row per game, 1869-2025 (season,date,team1,score1,team2,score2).
# NOT wired into the Blue Blood Rating. Kept for a future head-to-head / margins feature.
# MAJOR-vs-MAJOR ONLY: no FBS-vs-FCS / small-college games, so it undercounts every
# program (pre-1936 is <50% covered). Do not use it to rebuild _staging_wins.csv.
# When wiring it up, add these name aliases: Southern Methodist->SMU,
# Alabama-Birmingham->UAB, North Carolina-Charlotte->Charlotte (plus strip " (ST)"
# state suffixes and map " St."->" State"). More pre-1936 data to come.
season,date,team1,score1,team2,score2
2009,2009-11-21,Michigan,10,Ohio St.,21
2009,2009-11-21,Nevada,63,New Mexico St.,20
2009,2009-11-21,North Carolina St.,10,Virginia Tech,38
2009,2009-11-21,Northern Illinois,31,Ohio,38
2009,2009-11-21,Northwestern (IL),33,Wisconsin,31
2009,2009-11-21,Oklahoma,13,Texas Tech,41
2009,2009-11-21,Oregon St.,42,Washington St.,10
2009,2009-11-21,Rice (TX),30,Texas-El Paso,29
2009,2009-11-21,Rutgers (NJ),13,Syracuse (NY),31
2009,2009-11-21,San Diego St. (CA),7,Utah,38
2009,2009-11-21,Southern Mississippi,44,Tulsa (OK),34
2009,2009-11-21,Tennessee,31,Vanderbilt (TN),16
2009,2009-11-21,Texas Christian,45,Wyoming,10
2009,2009-11-24,Ball St. (IN),22,Western Michigan,17
2009,2009-11-26,Texas,49,Texas A&M,39
2009,2009-11-27,Akron (OH),28,Eastern Michigan,21
2009,2009-11-27,Alabama,26,Auburn (AL),21
2009,2009-11-27,Boise St. (ID),44,Nevada,33
2009,2009-11-27,Bowling Green (OH),38,Toledo (OH),24
2009,2009-11-27,Buffalo (NY),9,Kent St. (OH),6
2009,2009-11-27,Central Michigan,45,Northern Illinois,31
2009,2009-11-27,Cincinnati (OH),49,Illinois,36
2009,2009-11-27,Colorado St.,16,Wyoming,17
2009,2009-11-27,Colorado,20,Nebraska,28
2009,2009-11-27,Louisville (KY),14,Rutgers (NJ),34
2009,2009-11-27,Memphis (TN),30,Tulsa (OK),33
2009,2009-11-27,Ohio,35,Temple (PA),17
2009,2009-11-27,Pittsburgh (PA),16,West Virginia,19
2009,2009-11-28,Arizona,20,Arizona St.,17
2009,2009-11-28,Arkansas St.,30,North Texas,26
2009,2009-11-28,Arkansas,30,Louisiana St.,33
2009,2009-11-28,Baylor (TX),13,Texas Tech,20
2009,2009-11-28,Boston College (MA),19,Maryland,17
2009,2009-11-28,Brigham Young (UT),26,Utah,23
2009,2009-11-28,Central Florida,34,Alabama-Birmingham,27
2009,2009-11-28,Clemson (SC),17,South Carolina,34
2009,2009-11-28,Connecticut,56,Syracuse (NY),31
2009,2009-11-28,Duke (NC),34,Wake Forest (NC),45
2009,2009-11-28,East Carolina (NC),25,Southern Mississippi,20
2009,2009-11-28,Florida Atlantic,29,Western Kentucky,23
2009,2009-11-28,Florida,37,Florida St.,10
2009,2009-11-28,Georgia,30,Georgia Tech,24
2009,2009-11-28,Hawaii,24,Navy (MD),17
2009,2009-11-28,Houston (TX),73,Rice (TX),14
2009,2009-11-28,Idaho,49,Utah St.,52
2009,2009-11-28,Kansas,39,Missouri,41
2009,2009-11-28,Kentucky,24,Tennessee,30
2009,2009-11-28,Louisiana-Lafayette,31,Troy (AL),48
2009,2009-11-28,Louisiana-Monroe,19,Middle Tennessee St.,38
2009,2009-11-28,Marshall (WV),21,Texas-El Paso,52
2009,2009-11-28,Miami (FL),31,South Florida,10
2009,2009-11-28,Mississippi,27,Mississippi St.,41
2009,2009-11-28,Nevada-Las Vegas,28,San Diego St. (CA),24
2009,2009-11-28,New Mexico St.,10,San Jose St. (CA),13
2009,2009-11-28,New Mexico,10,Texas Christian,51
2009,2009-11-28,North Carolina,27,North Carolina St.,28
2009,2009-11-28,Notre Dame (IN),38,Stanford (CA),45
2009,2009-11-28,Oklahoma,27,Oklahoma St.,0
2009,2009-11-28,Southern California,28,UCLA,7
2009,2009-11-28,Southern Methodist (TX),26,Tulane (LA),21
2009,2009-11-28,Virginia,13,Virginia Tech,42
2009,2009-11-28,Washington,30,Washington St.,0
2009,2009-12-03,Arkansas St.,24,Western Kentucky,20
2009,2009-12-03,Oregon,37,Oregon St.,33
2009,2009-12-04,Central Michigan,20,Ohio,10
2009,2009-12-05,Alabama,32,Florida,13
2009,2009-12-05,Arizona,21,Southern California,17
2009,2009-12-05,Boise St. (ID),42,New Mexico St.,7
2009,2009-12-05,California,10,Washington,42
2009,2009-12-05,Cincinnati (OH),45,Pittsburgh (PA),44
2009,2009-12-05,Clemson (SC),34,Georgia Tech,39
2009,2009-12-05,Connecticut,29,South Florida,27
2009,2009-12-05,East Carolina (NC),38,Houston (TX),32
2009,2009-12-05,Florida Atlantic,28,Florida International,21
2009,2009-12-05,Fresno St. (CA),53,Illinois,52
2009,2009-12-05,Hawaii,10,Wisconsin,51
2009,2009-12-05,Louisiana Tech,55,San Jose St. (CA),20
2009,2009-12-05,Nebraska,12,Texas,13
2009,2009-12-05,Rutgers (NJ),21,West Virginia,24
2009,2009-12-12,Army (NY),3,Navy (MD),17
2009,2009-12-19,Central Florida,24,Rutgers (NJ),45
2009,2009-12-19,Fresno St. (CA),28,Wyoming,35
2009,2009-12-20,Middle Tennessee St.,42,Southern Mississippi,32
2009,2009-12-22,Brigham Young (UT),44,Oregon St.,20
2009,2009-12-23,California,27,Utah,37
2009,2009-12-24,Nevada,10,Southern Methodist (TX),45
2009,2009-12-26,Boston College (MA),13,Southern California,24
2009,2009-12-26,Marshall (WV),21,Ohio,17
2009,2009-12-26,North Carolina,17,Pittsburgh (PA),19
2009,2009-12-27,Clemson (SC),21,Kentucky,13
2009,2009-12-28,Georgia,44,Texas A&M,20
2009,2009-12-29,Miami (FL),14,Wisconsin,20
2009,2009-12-29,Temple (PA),21,UCLA,30
2009,2009-12-30,Arizona,0,Nebraska,33
2009,2009-12-30,Bowling Green (OH),42,Idaho,43
2009,2009-12-31,Air Force (CO),47,Houston (TX),20
2009,2009-12-31,Iowa St.,14,Minnesota,13
2009,2009-12-31,Missouri,13,Navy (MD),35
2009,2009-12-31,Oklahoma,31,Stanford (CA),27
2009,2009-12-31,Tennessee,14,Virginia Tech,37
2009,2010-01-01,Auburn (AL),38,Northwestern (IL),35
2009,2010-01-01,Cincinnati (OH),24,Florida,51
2009,2010-01-01,Florida St.,33,West Virginia,21
2009,2010-01-01,Louisiana St.,17,Penn St.,19
2009,2010-01-01,Ohio St.,26,Oregon,17
2009,2010-01-02,Arkansas,20,East Carolina (NC),17
2009,2010-01-02,Connecticut,20,South Carolina,7
2009,2010-01-02,Michigan St.,31,Texas Tech,41
2009,2010-01-02,Mississippi,21,Oklahoma St.,7
2009,2010-01-02,Northern Illinois,3,South Florida,27
2009,2010-01-04,Boise St. (ID),17,Texas Christian,10
2009,2010-01-05,Georgia Tech,14,Iowa,24
2009,2010-01-06,Central Michigan,44,Troy (AL),41
2009,2010-01-07,Alabama,37,Texas,21
2010,2010-09-02,Florida Atlantic,32,Alabama-Birmingham,31
2010,2010-09-02,Hawaii,36,Southern California,49
2010,2010-09-02,Iowa St.,27,Northern Illinois,10
2010,2010-09-02,Marshall (WV),7,Ohio St.,45
2010,2010-09-02,Middle Tennessee St.,17,Minnesota,24
2010,2010-09-02,Pittsburgh (PA),24,Utah,27
2010,2010-09-02,South Carolina,41,Southern Mississippi,13
2010,2010-09-03,Arizona,41,Toledo (OH),2
2010,2010-09-04,Akron (OH),3,Syracuse (NY),29
2010,2010-09-04,Alabama,48,San Jose St. (CA),3
2010,2010-09-04,Arkansas St.,26,Auburn (AL),52
2010,2010-09-04,Army (NY),31,Eastern Michigan,27
2010,2010-09-04,Bowling Green (OH),27,Troy (AL),30
2010,2010-09-04,Brigham Young (UT),23,Washington,17
2010,2010-09-04,Cincinnati (OH),14,Fresno St. (CA),28
2010,2010-09-04,Clemson (SC),35,North Texas,10
2010,2010-09-04,Colorado,24,Colorado St.,3
2010,2010-09-04,Connecticut,10,Michigan,30
2010,2010-09-04,Florida,34,Miami (OH),12
2010,2010-09-04,Georgia,55,Louisiana-Lafayette,7
2010,2010-09-04,Illinois,13,Missouri,23
2010,2010-09-04,Kansas St.,31,UCLA,22
2010,2010-09-04,Kentucky,23,Louisville (KY),16
2010,2010-09-04,Louisiana St.,30,North Carolina,24
2010,2010-09-04,Memphis (TN),7,Mississippi St.,49
2010,2010-09-04,Michigan St.,38,Western Michigan,14
2010,2010-09-04,Nebraska,49,Western Kentucky,10
2010,2010-09-04,Nevada-Las Vegas,21,Wisconsin,41
2010,2010-09-04,New Mexico,0,Oregon,72
2010,2010-09-04,Northwestern (IL),23,Vanderbilt (TN),21
2010,2010-09-04,Notre Dame (IN),23,Purdue (IN),12
2010,2010-09-04,Oklahoma St.,65,Washington St.,17
2010,2010-09-04,Oklahoma,31,Utah St.,24
2010,2010-09-04,Oregon St.,21,Texas Christian,30
2010,2010-09-04,Rice (TX),17,Texas,34
2010,2010-09-05,East Carolina (NC),51,Tulsa (OK),49
2010,2010-09-05,Southern Methodist (TX),27,Texas Tech,35
2010,2010-09-06,Boise St. (ID),33,Virginia Tech,30
2010,2010-09-06,Maryland,17,Navy (MD),14
2010,2010-09-09,Auburn (AL),17,Mississippi St.,14
2010,2010-09-09,Central Michigan,10,Temple (PA),13
2010,2010-09-10,Houston (TX),54,Texas-El Paso,24
2010,2010-09-10,Marshall (WV),21,West Virginia,24
2010,2010-09-11,Air Force (CO),35,Brigham Young (UT),14
2010,2010-09-11,Alabama,24,Penn St.,3
2010,2010-09-11,Arkansas St.,24,Louisiana-Lafayette,31
2010,2010-09-11,Arkansas,31,Louisiana-Monroe,7
2010,2010-09-11,Army (NY),28,Hawaii,31
2010,2010-09-11,Baylor (TX),34,Buffalo (NY),6
2010,2010-09-11,Boston College (MA),26,Kent St. (OH),13
2010,2010-09-11,Bowling Green (OH),20,Tulsa (OK),33
2010,2010-09-11,California,52,Colorado,7
2010,2010-09-11,Central Florida,21,North Carolina St.,28
2010,2010-09-11,Colorado St.,6,Nevada,51
2010,2010-09-11,Duke (NC),48,Wake Forest (NC),54
2010,2010-09-11,East Carolina (NC),49,Memphis (TN),27
2010,2010-09-11,Eastern Michigan,21,Miami (OH),28
2010,2010-09-11,Florida Atlantic,17,Michigan St.,30
2010,2010-09-11,Florida International,14,Rutgers (NJ),19
2010,2010-09-11,Florida St.,17,Oklahoma,47
2010,2010-09-11,Florida,38,South Florida,14
2010,2010-09-11,Georgia Tech,25,Kansas,28
2010,2010-09-11,Georgia,6,South Carolina,17
2010,2010-09-11,Idaho,17,Nebraska,38
2010,2010-09-11,Iowa,35,Iowa St.,7
2010,2010-09-11,Kentucky,63,Western Kentucky,28
2010,2010-09-11,Louisiana St.,27,Vanderbilt (TN),3
2010,2010-09-11,Louisiana Tech,16,Texas A&M,48
2010,2010-09-11,Miami (FL),24,Ohio St.,36
2010,2010-09-11,Michigan,28,Notre Dame (IN),24
2010,2010-09-11,Mississippi,27,Tulane (LA),13
2010,2010-09-11,Nevada-Las Vegas,10,Utah,38
2010,2010-09-11,New Mexico St.,21,San Diego St. (CA),41
2010,2010-09-11,New Mexico,17,Texas Tech,52
2010,2010-09-11,North Texas,31,Rice (TX),32
2010,2010-09-11,Ohio,13,Toledo (OH),20
2010,2010-09-11,Oklahoma St.,41,Troy (AL),38
2010,2010-09-11,Oregon,48,Tennessee,13
2010,2010-09-11,San Jose St. (CA),14,Wisconsin,27
2010,2010-09-11,Southern California,17,Virginia,14
2010,2010-09-11,Southern Methodist (TX),28,Alabama-Birmingham,7
2010,2010-09-11,Stanford (CA),35,UCLA,0
2010,2010-09-11,Syracuse (NY),20,Washington,41
2010,2010-09-11,Texas,34,Wyoming,7
2010,2010-09-16,Cincinnati (OH),19,North Carolina St.,30
2010,2010-09-17,California,31,Nevada,52
2010,2010-09-17,Kansas,16,Southern Mississippi,31
2010,2010-09-18,Air Force (CO),24,Oklahoma,27
2010,2010-09-18,Akron (OH),10,Kentucky,47
2010,2010-09-18,Alabama,62,Duke (NC),13
2010,2010-09-18,Arizona St.,19,Wisconsin,20
2010,2010-09-18,Arizona,34,Iowa,27
2010,2010-09-18,Arkansas St.,34,Louisiana-Monroe,20
2010,2010-09-18,Arkansas,31,Georgia,24
2010,2010-09-18,Army (NY),24,North Texas,0
2010,2010-09-18,Auburn (AL),27,Clemson (SC),24
2010,2010-09-18,Ball St. (IN),13,Purdue (IN),24
2010,2010-09-18,Baylor (TX),10,Texas Christian,45
2010,2010-09-18,Boise St. (ID),51,Wyoming,6
2010,2010-09-18,Bowling Green (OH),44,Marshall (WV),28
2010,2010-09-18,Brigham Young (UT),10,Florida St.,34
2010,2010-09-18,Buffalo (NY),10,Central Florida,24
2010,2010-09-18,Central Michigan,52,Eastern Michigan,14
2010,2010-09-18,Colorado St.,10,Miami (OH),31
2010,2010-09-18,Colorado,31,Hawaii,13
2010,2010-09-18,Connecticut,16,Temple (PA),30
2010,2010-09-18,East Carolina (NC),27,Virginia Tech,49
2010,2010-09-18,Florida International,20,Texas A&M,27
2010,2010-09-18,Florida,31,Tennessee,17
2010,2010-09-18,Fresno St. (CA),41,Utah St.,24
2010,2010-09-18,Georgia Tech,30,North Carolina,24
2010,2010-09-18,Houston (TX),13,UCLA,31
2010,2010-09-18,Idaho,30,Nevada-Las Vegas,7
2010,2010-09-18,Illinois,28,Northern Illinois,22
2010,2010-09-18,Indiana,38,Western Kentucky,21
2010,2010-09-18,Iowa St.,20,Kansas St.,27
2010,2010-09-18,Kent St. (OH),0,Penn St.,24
2010,2010-09-18,Louisiana St.,29,Mississippi St.,7
2010,2010-09-18,Louisiana Tech,23,Navy (MD),37
2010,2010-09-18,Louisville (KY),28,Oregon St.,35
2010,2010-09-18,Maryland,17,West Virginia,31
2010,2010-09-18,Memphis (TN),24,Middle Tennessee St.,17
2010,2010-09-18,Michigan St.,34,Notre Dame (IN),31
2010,2010-09-18,Minnesota,21,Southern California,32
2010,2010-09-18,Mississippi,14,Vanderbilt (TN),28
2010,2010-09-18,Missouri,27,San Diego St. (CA),24
2010,2010-09-18,Nebraska,56,Washington,21
2010,2010-09-18,New Mexico St.,10,Texas-El Paso,42
2010,2010-09-18,New Mexico,14,Utah,56
2010,2010-09-18,Northwestern (IL),30,Rice (TX),13
2010,2010-09-18,Ohio,7,Ohio St.,43
2010,2010-09-18,Oklahoma St.,65,Tulsa (OK),28
2010,2010-09-18,Southern Methodist (TX),35,Washington St.,21
2010,2010-09-18,Stanford (CA),68,Wake Forest (NC),24
2010,2010-09-18,Texas,24,Texas Tech,14
2010,2010-09-18,Toledo (OH),37,Western Michigan,24
2010,2010-09-18,Troy (AL),33,Alabama-Birmingham,34
2010,2010-09-23,Miami (FL),31,Pittsburgh (PA),3
2010,2010-09-24,Southern Methodist (TX),24,Texas Christian,41
2010,2010-09-25,Air Force (CO),20,Wyoming,14
2010,2010-09-25,Akron (OH),20,Indiana,35
2010,2010-09-25,Alabama,24,Arkansas,20
2010,2010-09-25,Arizona St.,31,Oregon,42
2010,2010-09-25,Arizona,10,California,9
2010,2010-09-25,Arkansas St.,28,Troy (AL),35
2010,2010-09-25,Army (NY),35,Duke (NC),21
2010,2010-09-25,Auburn (AL),35,South Carolina,27
2010,2010-09-25,Ball St. (IN),0,Iowa,45
2010,2010-09-25,Baylor (TX),30,Rice (TX),13
2010,2010-09-25,Boise St. (ID),37,Oregon St.,24
2010,2010-09-25,Boston College (MA),0,Virginia Tech,19
2010,2010-09-25,Bowling Green (OH),21,Michigan,65
2010,2010-09-25,Brigham Young (UT),13,Nevada,27
2010,2010-09-25,Buffalo (NY),21,Connecticut,45
2010,2010-09-25,Central Florida,13,Kansas St.,17
2010,2010-09-25,Central Michigan,25,Northwestern (IL),30
2010,2010-09-25,Cincinnati (OH),29,Oklahoma,31
2010,2010-09-25,Colorado St.,36,Idaho,34
2010,2010-09-25,Eastern Michigan,20,Ohio St.,73
2010,2010-09-25,Florida Atlantic,17,North Texas,21
2010,2010-09-25,Florida International,28,Maryland,42
2010,2010-09-25,Florida St.,31,Wake Forest (NC),0
2010,2010-09-25,Florida,48,Kentucky,14
2010,2010-09-25,Fresno St. (CA),38,Mississippi,55
2010,2010-09-25,Georgia Tech,28,North Carolina St.,45
2010,2010-09-25,Georgia,12,Mississippi St.,24
2010,2010-09-25,Houston (TX),42,Tulane (LA),23
2010,2010-09-25,Kansas,42,New Mexico St.,16
2010,2010-09-25,Louisiana St.,20,West Virginia,14
2010,2010-09-25,Louisiana Tech,12,Southern Mississippi,13
2010,2010-09-25,Louisiana-Lafayette,14,Middle Tennessee St.,34
2010,2010-09-25,Marshall (WV),24,Ohio,23
2010,2010-09-25,Memphis (TN),13,Texas-El Paso,16
2010,2010-09-25,Miami (OH),13,Missouri,51
2010,2010-09-25,Minnesota,23,Northern Illinois,34
2010,2010-09-25,Nevada-Las Vegas,45,New Mexico,10
2010,2010-09-25,North Carolina,17,Rutgers (NJ),13
2010,2010-09-25,Notre Dame (IN),14,Stanford (CA),37
2010,2010-09-25,Penn St.,22,Temple (PA),13
2010,2010-09-25,Purdue (IN),20,Toledo (OH),31
2010,2010-09-25,San Diego St. (CA),41,Utah St.,7
2010,2010-09-25,San Jose St. (CA),3,Utah,56
2010,2010-09-25,South Florida,24,Western Kentucky,12
2010,2010-09-25,Southern California,50,Washington St.,16
2010,2010-09-25,Tennessee,32,Alabama-Birmingham,29
2010,2010-09-25,Texas,12,UCLA,34
2010,2010-09-30,Oklahoma St.,38,Texas A&M,35
2010,2010-10-01,Brigham Young (UT),16,Utah St.,31
2010,2010-10-02,Air Force (CO),14,Navy (MD),6
2010,2010-10-02,Akron (OH),14,Northern Illinois,50
2010,2010-10-02,Alabama,31,Florida,6
2010,2010-10-02,Arizona St.,28,Oregon St.,31
2010,2010-10-02,Arkansas St.,24,Louisville (KY),34
2010,2010-10-02,Army (NY),35,Temple (PA),42
2010,2010-10-02,Auburn (AL),52,Louisiana-Monroe,3
2010,2010-10-02,Ball St. (IN),31,Central Michigan,17
2010,2010-10-02,Baylor (TX),55,Kansas,7
2010,2010-10-02,Boise St. (ID),59,New Mexico St.,0
2010,2010-10-02,Boston College (MA),13,Notre Dame (IN),31
2010,2010-10-02,Bowling Green (OH),26,Buffalo (NY),28
2010,2010-10-02,Clemson (SC),21,Miami (FL),30
2010,2010-10-02,Colorado St.,0,Texas Christian,27
2010,2010-10-02,Colorado,29,Georgia,27
2010,2010-10-02,Connecticut,40,Vanderbilt (TN),21
2010,2010-10-02,Duke (NC),16,Maryland,21
2010,2010-10-02,East Carolina (NC),17,North Carolina,42
2010,2010-10-02,Eastern Michigan,17,Ohio,30
2010,2010-10-02,Florida Atlantic,3,South Florida,31
2010,2010-10-02,Florida International,17,Pittsburgh (PA),44
2010,2010-10-02,Florida St.,34,Virginia,14
2010,2010-10-02,Georgia Tech,24,Wake Forest (NC),20
2010,2010-10-02,Hawaii,41,Louisiana Tech,21
2010,2010-10-02,Idaho,33,Western Michigan,13
2010,2010-10-02,Illinois,13,Ohio St.,24
2010,2010-10-02,Indiana,35,Michigan,42
2010,2010-10-02,Iowa St.,52,Texas Tech,38
2010,2010-10-02,Iowa,24,Penn St.,3
2010,2010-10-02,Kent St. (OH),21,Miami (OH),27
2010,2010-10-02,Kentucky,35,Mississippi,42
2010,2010-10-02,Louisiana St.,16,Tennessee,14
2010,2010-10-02,Louisiana-Lafayette,28,North Texas,27
2010,2010-10-02,Marshall (WV),16,Southern Mississippi,41
2010,2010-10-02,Memphis (TN),7,Tulsa (OK),48
2010,2010-10-02,Michigan St.,34,Wisconsin,24
2010,2010-10-02,Minnesota,28,Northwestern (IL),29
2010,2010-10-02,Nevada,44,Nevada-Las Vegas,26
2010,2010-10-02,New Mexico,20,Texas-El Paso,38
2010,2010-10-02,North Carolina St.,30,Virginia Tech,41
2010,2010-10-02,Oklahoma,28,Texas,20
2010,2010-10-02,Oregon,52,Stanford (CA),31
2010,2010-10-02,Rice (TX),31,Southern Methodist (TX),42
2010,2010-10-02,Rutgers (NJ),14,Tulane (LA),17
2010,2010-10-02,Southern California,31,Washington,32
2010,2010-10-02,Toledo (OH),15,Wyoming,20
2010,2010-10-02,UCLA,42,Washington St.,28
2010,2010-10-05,Middle Tennessee St.,13,Troy (AL),42
2010,2010-10-06,Central Florida,42,Alabama-Birmingham,7
2010,2010-10-07,Kansas St.,13,Nebraska,48
2010,2010-10-08,Connecticut,24,Rutgers (NJ),27
2010,2010-10-08,Louisiana-Lafayette,28,Oklahoma St.,54
2010,2010-10-09,Air Force (CO),49,Colorado St.,27
2010,2010-10-09,Akron (OH),17,Kent St. (OH),28
2010,2010-10-09,Alabama,21,South Carolina,35
2010,2010-10-09,Arizona St.,24,Washington,14
2010,2010-10-09,Arizona,27,Oregon St.,29
2010,2010-10-09,Arkansas St.,24,North Texas,19
2010,2010-10-09,Arkansas,24,Texas A&M,17
2010,2010-10-09,Army (NY),41,Tulane (LA),23
2010,2010-10-09,Auburn (AL),37,Kentucky,34
2010,2010-10-09,Ball St. (IN),16,Western Michigan,45
2010,2010-10-09,Baylor (TX),38,Texas Tech,45
2010,2010-10-09,Boise St. (ID),57,Toledo (OH),14
2010,2010-10-09,Boston College (MA),17,North Carolina St.,44
2010,2010-10-09,Bowling Green (OH),25,Ohio,49
2010,2010-10-09,Brigham Young (UT),24,San Diego St. (CA),21
2010,2010-10-09,California,35,UCLA,7
2010,2010-10-09,Central Michigan,21,Virginia Tech,45
2010,2010-10-09,Cincinnati (OH),45,Miami (OH),3
2010,2010-10-09,Clemson (SC),16,North Carolina,21
2010,2010-10-09,Colorado,0,Missouri,26
2010,2010-10-09,East Carolina (NC),44,Southern Mississippi,43
2010,2010-10-09,Eastern Michigan,6,Vanderbilt (TN),52
2010,2010-10-09,Florida Atlantic,17,Louisiana-Monroe,20
2010,2010-10-09,Florida International,28,Western Kentucky,21
2010,2010-10-09,Florida St.,45,Miami (FL),17
2010,2010-10-09,Florida,29,Louisiana St.,33
2010,2010-10-09,Fresno St. (CA),27,Hawaii,49
2010,2010-10-09,Georgia Tech,33,Virginia,21
2010,2010-10-09,Georgia,41,Tennessee,14
2010,2010-10-09,Houston (TX),24,Mississippi St.,47
2010,2010-10-09,Illinois,33,Penn St.,13
2010,2010-10-09,Indiana,10,Ohio St.,38
2010,2010-10-09,Iowa St.,27,Utah,68
2010,2010-10-09,Louisiana Tech,24,Utah St.,6
2010,2010-10-09,Louisville (KY),56,Memphis (TN),0
2010,2010-10-09,Michigan,17,Michigan St.,34
2010,2010-10-09,Minnesota,23,Wisconsin,41
2010,2010-10-09,Navy (MD),28,Wake Forest (NC),27
2010,2010-10-09,Nevada,35,San Jose St. (CA),13
2010,2010-10-09,Nevada-Las Vegas,10,West Virginia,49
2010,2010-10-09,New Mexico,14,New Mexico St.,16
2010,2010-10-09,Northern Illinois,31,Temple (PA),17
2010,2010-10-09,Northwestern (IL),17,Purdue (IN),20
2010,2010-10-09,Notre Dame (IN),23,Pittsburgh (PA),17
2010,2010-10-09,Oregon,43,Washington St.,23
2010,2010-10-09,Rice (TX),24,Texas-El Paso,44
2010,2010-10-09,South Florida,9,Syracuse (NY),13
2010,2010-10-09,Southern California,35,Stanford (CA),37
2010,2010-10-09,Southern Methodist (TX),21,Tulsa (OK),18
2010,2010-10-09,Texas Christian,45,Wyoming,0
2010,2010-10-13,Central Florida,35,Marshall (WV),14
2010,2010-10-14,Kansas,7,Kansas St.,59
2010,2010-10-14,South Florida,6,West Virginia,20
2010,2010-10-15,Cincinnati (OH),35,Louisville (KY),27
2010,2010-10-16,Air Force (CO),25,San Diego St. (CA),27
2010,2010-10-16,Akron (OH),10,Ohio,38
2010,2010-10-16,Alabama,23,Mississippi,10
2010,2010-10-16,Arizona,24,Washington St.,7
2010,2010-10-16,Arkansas St.,34,Indiana,36
2010,2010-10-16,Arkansas,43,Auburn (AL),65
2010,2010-10-16,Army (NY),20,Rutgers (NJ),23
2010,2010-10-16,Ball St. (IN),38,Eastern Michigan,41
2010,2010-10-16,Baylor (TX),31,Colorado,25
2010,2010-10-16,Boise St. (ID),48,San Jose St. (CA),0
2010,2010-10-16,Boston College (MA),19,Florida St.,24
2010,2010-10-16,Bowling Green (OH),27,Temple (PA),28
2010,2010-10-16,Brigham Young (UT),3,Texas Christian,31
2010,2010-10-16,Buffalo (NY),14,Northern Illinois,45
2010,2010-10-16,California,14,Southern California,48
2010,2010-10-16,Central Michigan,20,Miami (OH),27
2010,2010-10-16,Clemson (SC),31,Maryland,7
2010,2010-10-16,Colorado St.,43,Nevada-Las Vegas,10
2010,2010-10-16,Duke (NC),13,Miami (FL),28
2010,2010-10-16,East Carolina (NC),33,North Carolina St.,27
2010,2010-10-16,Florida International,34,North Texas,10
2010,2010-10-16,Florida,7,Mississippi St.,10
2010,2010-10-16,Fresno St. (CA),33,New Mexico St.,10
2010,2010-10-16,Georgia Tech,42,Middle Tennessee St.,14
2010,2010-10-16,Georgia,43,Vanderbilt (TN),0
2010,2010-10-16,Hawaii,27,Nevada,21
2010,2010-10-16,Houston (TX),31,Rice (TX),34
2010,2010-10-16,Idaho,35,Louisiana Tech,48
2010,2010-10-16,Illinois,6,Michigan St.,26
2010,2010-10-16,Iowa St.,0,Oklahoma,52
2010,2010-10-16,Iowa,38,Michigan,28
2010,2010-10-16,Kent St. (OH),21,Toledo (OH),34
2010,2010-10-16,Kentucky,31,South Carolina,28
2010,2010-10-16,Louisiana-Lafayette,24,Troy (AL),31
2010,2010-10-16,Louisiana-Monroe,35,Western Kentucky,30
2010,2010-10-16,Memphis (TN),19,Southern Mississippi,41
2010,2010-10-16,Minnesota,17,Purdue (IN),28
2010,2010-10-16,Missouri,30,Texas A&M,9
2010,2010-10-16,Navy (MD),28,Southern Methodist (TX),21
2010,2010-10-16,Nebraska,13,Texas,20
2010,2010-10-16,North Carolina,44,Virginia,10
2010,2010-10-16,Notre Dame (IN),44,Western Michigan,20
2010,2010-10-16,Ohio St.,18,Wisconsin,31
2010,2010-10-16,Oklahoma St.,34,Texas Tech,17
2010,2010-10-16,Oregon St.,34,Washington,35
2010,2010-10-16,Pittsburgh (PA),45,Syracuse (NY),14
2010,2010-10-16,Texas-El Paso,6,Alabama-Birmingham,21
2010,2010-10-16,Tulane (LA),24,Tulsa (OK),52
2010,2010-10-16,Utah,30,Wyoming,6
2010,2010-10-16,Virginia Tech,52,Wake Forest (NC),21
2010,2010-10-21,Oregon,60,UCLA,13
2010,2010-10-22,Cincinnati (OH),30,South Florida,38
2010,2010-10-23,Air Force (CO),7,Texas Christian,38
2010,2010-10-23,Akron (OH),10,Western Michigan,56
2010,2010-10-23,Alabama,41,Tennessee,10
2010,2010-10-23,Arizona St.,17,California,50
2010,2010-10-23,Arizona,44,Washington,14
2010,2010-10-23,Arkansas St.,37,Florida Atlantic,16
2010,2010-10-23,Arkansas,38,Mississippi,24
2010,2010-10-23,Auburn (AL),24,Louisiana St.,17
