# One (school, season) record. Hand-maintained — no automated process writes here.
#   source=history       per-season W-L-T. Covers 1936->present for every program,
#     plus 1869-1935 wherever game-level records survive (every game in which one
#     side is a current FBS program contributes a W / L / T; a tie for both sides
#     on equal scores). Sparse before ~1905, so those early totals sit below the book.
#   source=ncaa          one row (1935) per program in _staging_wins_ncaa.csv; sized so the
#     all-time OFFICIAL total (as-played minus wins_vacated) matches the NCAA "FBS
#     Records" book through its `through` year, with the live current season on top.
#   source=ncaa-history  per-season rows from a program's NCAA stats.org team
#     history page (stats.ncaa.org/teams/history), used where we hold no game-level
#     data and the program is not in the FBS Records book (Jacksonville St., Sam
#     Houston, Missouri St. — their full pre-2003 record).
#   source=manual        any hand rows.
# A tie counts as half a win in win %.
# wins_vacated / losses_vacated: NCAA-vacated results - removed only in the
#   "NCAA official" wins toggle; the trajectory and default view use as-played.
school,season,wins,losses,ties,wins_vacated,losses_vacated,vacated_note,source
# --- 6 programs added Aug 2026 (JMU, Jax State, Sam Houston, Kennesaw, Delaware, Missouri State) ---
# Per-season 2003-2025 rows; a few clearly-partial seasons hand-corrected (Jax State 2013, Sam Houston 2008 & 2022).
# The season=1935 row is a pre-2003 all-time LUMP (W-L-T) from published program records —
#   VERIFY against each media guide. Kennesaw State (football since 2015) needs no lump.
UCLA,1930,3,5,0,,,,history
UCLA,1931,3,4,1,,,,history
UCLA,1932,6,4,0,,,,history
UCLA,1933,6,4,1,,,,history
UCLA,1934,7,3,0,,,,history
UCLA,1935,8,2,0,,,,history
UCLA,1936,6,3,1,,,,history
UCLA,1937,2,6,1,,,,history
UCLA,1938,7,4,1,,,,history
UCLA,1939,6,0,4,,,,history
UCLA,1940,1,9,0,,,,history
UCLA,1941,5,5,1,,,,history
UCLA,1942,7,4,0,,,,history
UCLA,1943,1,8,0,,,,history
UCLA,1944,4,5,1,,,,history
UCLA,1945,5,4,0,,,,history
UCLA,1946,10,1,0,,,,history
UCLA,1947,5,4,0,,,,history
UCLA,1948,3,7,0,,,,history
UCLA,1949,6,3,0,,,,history
UCLA,1950,6,3,0,,,,history
UCLA,1951,5,3,1,,,,history
UCLA,1952,8,1,0,,,,history
UCLA,1953,8,2,0,,,,history
UCLA,1954,9,0,0,,,,history
UCLA,1955,9,2,0,,,,history
UCLA,1956,7,3,0,,,,history
UCLA,1957,8,2,0,,,,history
UCLA,1958,3,6,1,,,,history
UCLA,1959,5,4,1,,,,history
UCLA,1960,7,2,1,,,,history
UCLA,1961,7,4,0,,,,history
UCLA,1962,4,6,0,,,,history
UCLA,1963,2,8,0,,,,history
UCLA,1964,4,6,0,,,,history
UCLA,1965,8,2,1,,,,history
UCLA,1966,9,1,0,,,,history
UCLA,1967,7,2,1,,,,history
UCLA,1968,3,7,0,,,,history
UCLA,1969,8,1,1,,,,history
UCLA,1970,6,5,0,,,,history
UCLA,1971,2,7,1,,,,history
UCLA,1972,8,3,0,,,,history
UCLA,1973,9,2,0,,,,history
UCLA,1974,6,3,2,,,,history
UCLA,1975,9,2,1,,,,history
UCLA,1976,9,2,1,,,,history
UCLA,1977,7,4,0,,,,history
UCLA,1978,8,3,1,,,,history
UCLA,1979,5,6,0,,,,history
UCLA,1980,9,2,0,,,,history
UCLA,1981,7,4,1,,,,history
UCLA,1982,10,1,1,,,,history
UCLA,1983,7,4,1,,,,history
UCLA,1984,9,3,0,,,,history
UCLA,1985,9,2,1,,,,history
UCLA,1986,8,3,1,,,,history
UCLA,1987,10,2,0,,,,history
UCLA,1988,10,2,0,,,,history
UCLA,1989,3,7,1,,,,history
UCLA,1990,5,6,0,,,,history
UCLA,1991,9,3,0,,,,history
UCLA,1992,6,5,0,,,,history
UCLA,1993,8,4,0,,,,history
UCLA,1994,5,6,0,,,,history
UCLA,1995,7,5,0,,,,history
UCLA,1996,5,6,0,,,,history
UCLA,1997,10,2,0,,,,history
UCLA,1998,10,2,0,,,,history
UCLA,1999,4,7,0,,,,history
UCLA,2000,6,6,0,,,,history
UCLA,2001,7,4,0,,,,history
UCLA,2002,8,5,0,,,,history
UCLA,2003,6,7,0,,,,history
UCLA,2004,6,6,0,,,,history
UCLA,2005,10,2,0,,,,history
UCLA,2006,7,6,0,,,,history
UCLA,2007,6,7,0,,,,history
UCLA,2008,4,8,0,,,,history
UCLA,2009,7,6,0,,,,history
UCLA,2010,4,8,0,,,,history
UCLA,2011,6,8,0,,,,history
UCLA,2012,9,5,0,,,,history
UCLA,2013,10,3,0,,,,history
UCLA,2014,10,3,0,,,,history
UCLA,2015,8,5,0,,,,history
UCLA,2016,4,8,0,,,,history
UCLA,2017,6,7,0,,,,history
UCLA,2018,3,9,0,,,,history
UCLA,2019,4,8,0,,,,history
UCLA,2020,3,4,0,,,,history
UCLA,2021,8,4,0,,,,history
UCLA,2022,9,4,0,,,,history
UCLA,2023,8,5,0,,,,history
UCLA,2024,5,7,0,,,,history
UCLA,2025,3,9,0,,,,history
UConn,1899,0,1,0,,,,history
UConn,1900,0,2,0,,,,history
UConn,1905,0,1,0,,,,history
UConn,1936,1,0,0,,,,history
UConn,1937,0,1,0,,,,history
UConn,1938,0,0,0,,,,history
UConn,1939,0,1,0,,,,history
UConn,1940,0,0,0,,,,history
UConn,1941,0,0,0,,,,history
UConn,1942,0,1,0,,,,history
UConn,1944,0,0,0,,,,history
UConn,1945,0,0,0,,,,history
UConn,1946,0,1,0,,,,history
UConn,1947,0,1,0,,,,history
UConn,1948,0,2,0,,,,history
UConn,1949,0,1,0,,,,history
UConn,1950,1,1,0,,,,history
UConn,1951,0,0,0,,,,history
UConn,1952,0,2,0,,,,history
UConn,1953,0,2,0,,,,history
UConn,1954,0,3,0,,,,history
UConn,1955,2,1,0,,,,history
UConn,1956,1,1,0,,,,history
UConn,1957,0,3,0,,,,history
UConn,1958,0,2,0,,,,history
UConn,1959,0,3,0,,,,history
UConn,1960,1,3,0,,,,history
UConn,1961,0,4,0,,,,history
UConn,1962,1,3,0,,,,history
UConn,1963,1,1,0,,,,history
UConn,1964,1,3,0,,,,history
UConn,1965,1,2,0,,,,history
UConn,1966,0,2,0,,,,history
UConn,1967,1,2,0,,,,history
UConn,1968,0,4,0,,,,history
UConn,1969,2,0,0,,,,history
UConn,1970,0,2,1,,,,history
UConn,1971,1,2,0,,,,history
UConn,1972,0,3,0,,,,history
UConn,1973,3,0,0,,,,history
UConn,1974,1,2,0,,,,history
UConn,1975,1,4,0,,,,history
UConn,1976,0,5,0,,,,history
UConn,1977,0,4,0,,,,history
UConn,1978,0,5,0,,,,history
UConn,1979,3,6,2,,,,history
UConn,1980,2,1,0,,,,history
UConn,1981,1,1,0,,,,history
UConn,1982,0,0,0,,,,history
UConn,1983,0,1,0,,,,history
UConn,1984,0,0,0,,,,history
UConn,1985,0,0,0,,,,history
UConn,1986,0,0,0,,,,history
UConn,1987,0,0,0,,,,history
UConn,1988,0,0,0,,,,history
UConn,1989,0,1,0,,,,history
UConn,1990,0,1,0,,,,history
UConn,1991,0,0,0,,,,history
UConn,1992,0,0,0,,,,history
UConn,1993,0,0,0,,,,history
UConn,1994,0,0,0,,,,history
UConn,1995,0,0,0,,,,history
UConn,1996,0,0,0,,,,history
UConn,1997,0,0,0,,,,history
UConn,1998,0,0,0,,,,history
UConn,1999,1,1,0,,,,history
UConn,2000,3,8,0,,,,history
UConn,2001,2,9,0,,,,history
UConn,2002,6,6,0,,,,history
UConn,2003,9,3,0,,,,history
UConn,2004,8,4,0,,,,history
UConn,2005,5,6,0,,,,history
UConn,2006,4,8,0,,,,history
UConn,2007,9,4,0,,,,history
UConn,2008,8,5,0,,,,history
UConn,2009,8,5,0,,,,history
UConn,2010,8,5,0,,,,history
UConn,2011,5,7,0,,,,history
UConn,2012,5,7,0,,,,history
UConn,2013,3,9,0,,,,history
UConn,2014,2,10,0,,,,history
UConn,2015,6,7,0,,,,history
UConn,2016,3,9,0,,,,history
UConn,2017,3,9,0,,,,history
UConn,2018,1,11,0,,,,history
UConn,2019,2,10,0,,,,history
UConn,2021,1,11,0,,,,history
UConn,2022,6,7,0,,,,history
UConn,2023,3,9,0,,,,history
UConn,2024,9,4,0,,,,history
UConn,2025,9,4,0,,,,history
UMass,1882,0,3,0,,,,history
UMass,1885,0,1,0,,,,history
UMass,1886,1,1,0,,,,history
UMass,1887,0,2,0,,,,history
UMass,1888,0,3,0,,,,history
UMass,1890,0,2,0,,,,history
UMass,1891,2,5,0,,,,history
UMass,1892,4,6,2,,,,history
UMass,1893,1,9,0,,,,history
UMass,1894,3,3,0,,,,history
UMass,1895,1,5,0,,,,history
UMass,1897,0,3,0,,,,history
UMass,1898,0,0,1,,,,history
UMass,1899,7,3,0,,,,history
UMass,1900,5,5,0,,,,history
UMass,1901,8,1,0,,,,history
UMass,1902,2,3,2,,,,history
UMass,1903,5,4,0,,,,history
UMass,1904,5,2,1,,,,history
UMass,1905,3,7,0,,,,history
UMass,1906,1,7,1,,,,history
UMass,1907,0,1,0,,,,history
UMass,1908,0,1,0,,,,history
UMass,1909,0,1,0,,,,history
UMass,1910,0,1,0,,,,history
UMass,1911,0,1,0,,,,history
UMass,1912,0,1,0,,,,history
UMass,1913,0,1,0,,,,history
UMass,1914,0,2,0,,,,history
UMass,1915,0,2,0,,,,history
UMass,1916,0,3,0,,,,history
UMass,1919,0,1,0,,,,history
UMass,1936,0,0,0,,,,history
UMass,1937,0,0,0,,,,history
UMass,1938,0,0,0,,,,history
UMass,1939,0,0,0,,,,history
UMass,1940,0,0,0,,,,history
UMass,1941,0,0,0,,,,history
UMass,1942,0,0,0,,,,history
UMass,1945,0,0,0,,,,history
UMass,1946,0,0,0,,,,history
UMass,1947,0,0,0,,,,history
UMass,1948,0,0,0,,,,history
UMass,1949,0,0,0,,,,history
UMass,1950,0,0,0,,,,history
UMass,1951,0,0,0,,,,history
UMass,1952,0,0,0,,,,history
UMass,1953,0,0,0,,,,history
UMass,1954,1,0,0,,,,history
UMass,1955,0,1,0,,,,history
UMass,1956,0,1,0,,,,history
UMass,1957,0,1,0,,,,history
UMass,1958,0,1,0,,,,history
UMass,1959,0,2,0,,,,history
UMass,1960,1,1,0,,,,history
UMass,1961,0,3,0,,,,history
UMass,1962,1,2,0,,,,history
UMass,1963,1,0,1,,,,history
UMass,1964,3,2,0,,,,history
UMass,1965,1,1,0,,,,history
UMass,1966,0,3,0,,,,history
UMass,1967,1,2,0,,,,history
UMass,1968,0,3,0,,,,history
UMass,1969,0,2,0,,,,history
UMass,1970,1,3,0,,,,history
UMass,1971,1,2,0,,,,history
UMass,1972,2,1,0,,,,history
UMass,1973,2,3,0,,,,history
UMass,1974,1,4,0,,,,history
UMass,1975,2,1,0,,,,history
UMass,1976,2,3,0,,,,history
UMass,1977,2,2,0,,,,history
UMass,1978,2,3,0,,,,history
UMass,1979,1,4,0,,,,history
UMass,1980,2,1,0,,,,history
UMass,1981,2,1,0,,,,history
UMass,1982,0,1,0,,,,history
UMass,1983,0,1,0,,,,history
UMass,1984,1,0,0,,,,history
UMass,1985,0,0,0,,,,history
UMass,1986,0,0,0,,,,history
UMass,1987,0,0,0,,,,history
UMass,1988,0,1,0,,,,history
UMass,1989,0,0,0,,,,history
UMass,1990,0,0,0,,,,history
UMass,1991,0,0,0,,,,history
UMass,1992,0,0,0,,,,history
UMass,1993,0,0,0,,,,history
UMass,1994,0,0,0,,,,history
UMass,1995,0,0,0,,,,history
UMass,1996,0,0,0,,,,history
UMass,1997,0,0,0,,,,history
UMass,1998,0,0,0,,,,history
UMass,1999,0,1,0,,,,history
UMass,2000,0,0,0,,,,history
UMass,2001,0,1,0,,,,history
UMass,2002,0,1,0,,,,history
UMass,2003,10,2,0,,,,history
UMass,2004,6,6,0,,,,history
UMass,2005,6,4,0,,,,history
UMass,2006,12,1,0,,,,history
UMass,2007,10,3,0,,,,history
UMass,2008,7,5,0,,,,history
UMass,2009,5,6,0,,,,history
UMass,2010,6,5,0,,,,history
UMass,2011,5,6,0,,,,history
UMass,2012,1,11,0,,,,history
UMass,2013,1,11,0,,,,history
UMass,2014,3,9,0,,,,history
UMass,2015,3,9,0,,,,history
UMass,2016,2,10,0,,,,history
UMass,2017,4,8,0,,,,history
UMass,2018,4,8,0,,,,history
UMass,2019,1,11,0,,,,history
UMass,2020,0,4,0,,,,history
UMass,2021,1,11,0,,,,history
UMass,2022,1,11,0,,,,history
UMass,2023,3,9,0,,,,history
UMass,2024,2,10,0,,,,history
UMass,2025,0,12,0,,,,history
UNLV,1968,0,0,0,,,,history
UNLV,1969,0,0,0,,,,history
UNLV,1970,0,1,0,,,,history
UNLV,1971,0,1,0,,,,history
UNLV,1972,0,1,0,,,,history
UNLV,1973,1,1,0,,,,history
UNLV,1974,1,0,0,,,,history
UNLV,1975,0,0,0,,,,history
UNLV,1976,0,1,0,,,,history
UNLV,1977,1,1,0,,,,history
UNLV,1978,7,4,0,,,,history
UNLV,1979,9,1,2,,,,history
UNLV,1980,7,4,0,,,,history
UNLV,1981,6,6,0,,,,history
UNLV,1982,3,8,0,,,,history
UNLV,1983,7,4,0,,,,history
UNLV,1984,11,2,0,,,,history
UNLV,1985,5,5,1,,,,history
UNLV,1986,6,5,0,,,,history
UNLV,1987,5,6,0,,,,history
UNLV,1988,4,7,0,,,,history
UNLV,1989,4,7,0,,,,history
UNLV,1990,4,7,0,,,,history
UNLV,1991,4,7,0,,,,history
UNLV,1992,6,5,0,,,,history
UNLV,1993,3,8,0,,,,history
UNLV,1994,7,5,0,,,,history
UNLV,1995,2,9,0,,,,history
UNLV,1996,1,11,0,,,,history
UNLV,1997,3,8,0,,,,history
UNLV,1998,0,11,0,,,,history
UNLV,1999,3,8,0,,,,history
UNLV,2000,8,5,0,,,,history
UNLV,2001,4,7,0,,,,history
UNLV,2002,5,7,0,,,,history
UNLV,2003,6,6,0,,,,history
UNLV,2004,2,9,0,,,,history
UNLV,2005,2,9,0,,,,history
UNLV,2006,2,10,0,,,,history
UNLV,2007,2,10,0,,,,history
UNLV,2008,5,7,0,,,,history
UNLV,2009,5,7,0,,,,history
UNLV,2010,2,11,0,,,,history
UNLV,2011,2,10,0,,,,history
UNLV,2012,2,11,0,,,,history
UNLV,2013,7,6,0,,,,history
UNLV,2014,2,11,0,,,,history
UNLV,2015,3,9,0,,,,history
UNLV,2016,4,8,0,,,,history
UNLV,2017,5,7,0,,,,history
UNLV,2018,4,8,0,,,,history
UNLV,2019,4,8,0,,,,history
UNLV,2020,0,6,0,,,,history
UNLV,2021,2,10,0,,,,history
UNLV,2022,5,7,0,,,,history
UNLV,2023,9,5,0,,,,history
UNLV,2024,11,3,0,,,,history
UNLV,2025,10,4,0,,,,history
USC,1935,216,71,18,,,,ncaa
USC,1936,4,2,3,,,,history
USC,1937,4,4,2,,,,history
USC,1938,9,2,0,,,,history
USC,1939,8,0,2,,,,history
USC,1940,3,4,2,,,,history
USC,1941,2,6,1,,,,history
USC,1942,5,5,1,,,,history
USC,1943,8,2,0,,,,history
USC,1944,8,0,2,,,,history
USC,1945,7,4,0,,,,history
USC,1946,6,4,0,,,,history
USC,1947,7,2,1,,,,history
USC,1948,6,3,1,,,,history
USC,1949,5,3,1,,,,history
USC,1950,2,5,2,,,,history
USC,1951,7,3,0,,,,history
USC,1952,10,1,0,,,,history
USC,1953,6,3,1,,,,history
USC,1954,8,4,0,,,,history
USC,1955,6,4,0,,,,history
USC,1956,8,2,0,,,,history
USC,1957,1,9,0,,,,history
USC,1958,4,5,1,,,,history
USC,1959,8,2,0,,,,history
USC,1960,4,6,0,,,,history
USC,1961,4,5,1,,,,history
USC,1962,11,0,0,,,,history
USC,1963,7,3,0,,,,history
USC,1964,7,3,0,,,,history
USC,1965,7,2,1,,,,history
USC,1966,7,4,0,,,,history
USC,1967,10,1,0,,,,history
USC,1968,9,1,1,,,,history
USC,1969,10,0,1,,,,history
USC,1970,6,4,1,,,,history
USC,1971,6,4,1,,,,history
USC,1972,12,0,0,,,,history
USC,1973,9,2,1,,,,history
USC,1974,10,1,1,,,,history
USC,1975,8,4,0,,,,history
USC,1976,11,1,0,,,,history
USC,1977,8,4,0,,,,history
USC,1978,12,1,0,,,,history
USC,1979,11,0,1,,,,history
USC,1980,8,2,1,,,,history
USC,1981,9,3,0,,,,history
USC,1982,8,3,0,,,,history
USC,1983,4,6,1,,,,history
USC,1984,9,3,0,,,,history
USC,1985,6,6,0,,,,history
USC,1986,7,5,0,,,,history
USC,1987,8,4,0,,,,history
USC,1988,10,2,0,,,,history
USC,1989,9,2,1,,,,history
USC,1990,8,4,1,,,,history
USC,1991,3,8,0,,,,history
USC,1992,6,5,1,,,,history
USC,1993,8,5,0,,,,history
USC,1994,8,3,1,,,,history
USC,1995,9,2,1,,,,history
USC,1996,6,6,0,,,,history
USC,1997,6,5,0,,,,history
USC,1998,8,5,0,,,,history
USC,1999,6,6,0,,,,history
USC,2000,5,7,0,,,,history
USC,2001,6,6,0,,,,history
USC,2002,11,2,0,,,,history
USC,2003,12,1,0,,,,history
USC,2004,13,0,0,2,0,Carroll; 1 reg + 2005 Orange Bowl,history
USC,2005,12,1,0,12,1,Carroll; 12 reg + 2006 Rose Bowl loss,history
USC,2006,11,2,0,,,,history
USC,2007,11,2,0,,,,history
USC,2008,12,1,0,,,,history
USC,2009,9,4,0,,,,history
USC,2010,8,5,0,,,,history
USC,2011,10,2,0,,,,history
USC,2012,7,6,0,,,,history
USC,2013,10,4,0,,,,history
USC,2014,9,4,0,,,,history
USC,2015,8,6,0,,,,history
USC,2016,10,3,0,,,,history
USC,2017,11,3,0,,,,history
USC,2018,5,7,0,,,,history
USC,2019,8,5,0,,,,history
USC,2020,5,1,0,,,,history
USC,2021,4,8,0,,,,history
USC,2022,11,3,0,,,,history
USC,2023,8,5,0,,,,history
USC,2024,7,6,0,,,,history
USC,2025,9,4,0,,,,history
Utah,1900,0,1,0,,,,history
Utah,1902,0,0,1,,,,history
Utah,1903,0,4,0,,,,history
Utah,1904,2,1,0,,,,history
Utah,1905,6,2,0,,,,history
Utah,1906,4,1,0,,,,history
Utah,1907,6,3,0,,,,history
Utah,1908,3,2,1,,,,history
Utah,1909,0,1,0,,,,history
Utah,1910,4,2,0,,,,history
Utah,1911,5,1,1,,,,history
Utah,1912,5,1,1,,,,history
Utah,1913,2,4,1,,,,history
Utah,1914,3,3,0,,,,history
Utah,1915,5,2,0,,,,history
Utah,1916,3,2,0,,,,history
Utah,1917,2,4,0,,,,history
Utah,1919,5,2,0,,,,history
Utah,1920,1,5,1,,,,history
Utah,1921,3,2,1,,,,history
Utah,1922,7,1,0,,,,history
Utah,1923,4,3,0,,,,history
Utah,1924,3,4,1,,,,history
Utah,1925,6,2,0,,,,history
Utah,1926,7,0,0,,,,history
Utah,1927,3,3,1,,,,history
Utah,1928,5,0,2,,,,history
Utah,1929,7,0,0,,,,history
Utah,1930,8,0,0,,,,history
Utah,1931,7,2,0,,,,history
Utah,1932,6,1,1,,,,history
Utah,1933,5,3,0,,,,history
Utah,1934,5,3,0,,,,history
Utah,1935,4,3,1,,,,history
Utah,1936,6,3,0,,,,history
Utah,1937,5,3,0,,,,history
Utah,1938,7,1,2,,,,history
Utah,1939,6,1,2,,,,history
Utah,1940,7,2,0,,,,history
Utah,1941,6,0,2,,,,history
Utah,1942,6,3,0,,,,history
Utah,1943,0,7,0,,,,history
Utah,1944,5,2,1,,,,history
Utah,1945,4,4,0,,,,history
Utah,1946,8,3,0,,,,history
Utah,1947,8,1,1,,,,history
Utah,1948,8,1,1,,,,history
Utah,1949,2,7,1,,,,history
Utah,1950,3,4,3,,,,history
Utah,1951,7,4,0,,,,history
Utah,1952,6,3,1,,,,history
Utah,1953,8,2,0,,,,history
Utah,1954,4,7,0,,,,history
Utah,1955,6,3,0,,,,history
Utah,1956,5,5,0,,,,history
Utah,1957,6,4,0,,,,history
Utah,1958,4,7,0,,,,history
Utah,1959,5,5,0,,,,history
Utah,1960,7,3,0,,,,history
Utah,1961,6,4,0,,,,history
Utah,1962,4,5,1,,,,history
Utah,1963,4,6,0,,,,history
Utah,1964,9,2,0,,,,history
Utah,1965,3,7,0,,,,history
Utah,1966,5,5,0,,,,history
Utah,1967,4,7,0,,,,history
Utah,1968,3,7,0,,,,history
Utah,1969,8,2,0,,,,history
Utah,1970,6,4,0,,,,history
Utah,1971,3,8,0,,,,history
Utah,1972,6,5,0,,,,history
Utah,1973,7,5,0,,,,history
Utah,1974,1,10,0,,,,history
Utah,1975,1,10,0,,,,history
Utah,1976,3,8,0,,,,history
Utah,1977,3,8,0,,,,history
Utah,1978,8,3,0,,,,history
Utah,1979,6,6,0,,,,history
Utah,1980,5,5,1,,,,history
Utah,1981,8,2,1,,,,history
Utah,1982,5,6,0,,,,history
Utah,1983,5,6,0,,,,history
Utah,1984,6,5,1,,,,history
Utah,1985,8,4,0,,,,history
Utah,1986,2,9,0,,,,history
Utah,1987,5,7,0,,,,history
Utah,1988,6,5,0,,,,history
Utah,1989,4,8,0,,,,history
Utah,1990,4,7,0,,,,history
Utah,1991,7,5,0,,,,history
Utah,1992,6,6,0,,,,history
Utah,1993,7,6,0,,,,history
Utah,1994,10,2,0,,,,history
Utah,1995,7,4,0,,,,history
Utah,1996,8,4,0,,,,history
Utah,1997,6,5,0,,,,history
Utah,1998,7,4,0,,,,history
Utah,1999,9,3,0,,,,history
Utah,2000,4,7,0,,,,history
Utah,2001,8,4,0,,,,history
Utah,2002,5,6,0,,,,history
Utah,2003,10,2,0,,,,history
Utah,2004,12,0,0,,,,history
Utah,2005,7,5,0,,,,history
Utah,2006,8,5,0,,,,history
Utah,2007,9,4,0,,,,history
Utah,2008,13,0,0,,,,history
Utah,2009,10,3,0,,,,history
Utah,2010,10,3,0,,,,history
Utah,2011,8,5,0,,,,history
Utah,2012,5,7,0,,,,history
Utah,2013,5,7,0,,,,history
Utah,2014,9,4,0,,,,history
Utah,2015,10,3,0,,,,history
Utah,2016,9,4,0,,,,history
Utah,2017,7,6,0,,,,history
Utah,2018,9,5,0,,,,history
Utah,2019,11,3,0,,,,history
Utah,2020,3,2,0,,,,history
Utah,2021,10,4,0,,,,history
Utah,2022,10,4,0,,,,history
Utah,2023,8,5,0,,,,history
Utah,2024,5,7,0,,,,history
Utah,2025,11,2,0,,,,history
Utah State,1902,0,1,0,,,,history
Utah State,1905,0,1,0,,,,history
Utah State,1906,0,1,0,,,,history
Utah State,1907,1,0,0,,,,history
Utah State,1908,0,1,0,,,,history
Utah State,1910,0,2,0,,,,history
Utah State,1911,1,0,0,,,,history
Utah State,1912,4,2,1,,,,history
Utah State,1913,1,1,0,,,,history
Utah State,1914,2,5,0,,,,history
Utah State,1915,3,4,0,,,,history
Utah State,1916,1,5,1,,,,history
Utah State,1917,7,0,1,,,,history
Utah State,1919,5,2,0,,,,history
Utah State,1920,4,2,1,,,,history
Utah State,1921,7,1,0,,,,history
Utah State,1922,5,4,0,,,,history
Utah State,1923,5,2,0,,,,history
Utah State,1924,4,2,1,,,,history
Utah State,1925,6,1,0,,,,history
Utah State,1926,5,1,2,,,,history
Utah State,1927,3,4,1,,,,history
Utah State,1928,5,3,1,,,,history
Utah State,1929,3,4,0,,,,history
Utah State,1930,3,5,1,,,,history
Utah State,1931,6,2,0,,,,history
Utah State,1932,4,4,0,,,,history
Utah State,1933,4,4,0,,,,history
Utah State,1934,5,1,1,,,,history
Utah State,1935,5,2,1,,,,history
Utah State,1936,7,0,1,,,,history
Utah State,1937,2,4,2,,,,history
Utah State,1938,4,4,0,,,,history
Utah State,1939,3,4,1,,,,history
Utah State,1940,2,5,1,,,,history
Utah State,1941,0,8,0,,,,history
Utah State,1942,6,3,1,,,,history
Utah State,1944,3,3,0,,,,history
Utah State,1945,4,3,0,,,,history
Utah State,1946,7,2,1,,,,history
Utah State,1947,6,5,0,,,,history
Utah State,1948,5,6,0,,,,history
Utah State,1949,3,7,0,,,,history
Utah State,1950,2,9,0,,,,history
Utah State,1951,3,5,1,,,,history
Utah State,1952,3,7,1,,,,history
Utah State,1953,8,3,0,,,,history
Utah State,1954,4,6,0,,,,history
Utah State,1955,4,6,0,,,,history
Utah State,1956,6,4,0,,,,history
Utah State,1957,2,7,1,,,,history
Utah State,1958,3,7,0,,,,history
Utah State,1959,5,6,0,,,,history
Utah State,1960,9,2,0,,,,history
Utah State,1961,9,1,1,,,,history
Utah State,1962,8,2,0,,,,history
Utah State,1963,8,2,0,,,,history
Utah State,1964,5,4,1,,,,history
Utah State,1965,8,2,0,,,,history
Utah State,1966,4,6,0,,,,history
Utah State,1967,7,2,1,,,,history
Utah State,1968,7,3,0,,,,history
Utah State,1969,3,7,0,,,,history
Utah State,1970,5,5,0,,,,history
Utah State,1971,8,3,0,,,,history
Utah State,1972,8,3,0,,,,history
Utah State,1973,7,4,0,,,,history
Utah State,1974,8,3,0,,,,history
Utah State,1975,6,5,0,,,,history
Utah State,1976,3,8,0,,,,history
Utah State,1977,4,7,0,,,,history
Utah State,1978,7,4,0,,,,history
Utah State,1979,7,3,1,,,,history
Utah State,1980,6,5,0,,,,history
Utah State,1981,5,5,1,,,,history
Utah State,1982,5,6,0,,,,history
Utah State,1983,5,6,0,,,,history
Utah State,1984,1,10,0,,,,history
Utah State,1985,3,8,0,,,,history
Utah State,1986,3,8,0,,,,history
Utah State,1987,5,6,0,,,,history
Utah State,1988,4,7,0,,,,history
Utah State,1989,4,7,0,,,,history
Utah State,1990,5,5,1,,,,history
Utah State,1991,5,6,0,,,,history
Utah State,1992,5,6,0,,,,history
Utah State,1993,7,5,0,,,,history
Utah State,1994,3,8,0,,,,history
Utah State,1995,4,7,0,,,,history
Utah State,1996,6,5,0,,,,history
Utah State,1997,6,6,0,,,,history
Utah State,1998,3,8,0,,,,history
Utah State,1999,4,7,0,,,,history
Utah State,2000,5,6,0,,,,history
Utah State,2001,4,7,0,,,,history
Utah State,2002,4,7,0,,,,history
Utah State,2003,3,9,0,,,,history
Utah State,2004,3,8,0,,,,history
Utah State,2005,3,8,0,,,,history
Utah State,2006,1,11,0,,,,history
Utah State,2007,2,10,0,,,,history
Utah State,2008,3,9,0,,,,history
Utah State,2009,4,8,0,,,,history
Utah State,2010,4,8,0,,,,history
Utah State,2011,7,6,0,,,,history
Utah State,2012,11,2,0,,,,history
Utah State,2013,9,5,0,,,,history
Utah State,2014,10,4,0,,,,history
Utah State,2015,6,7,0,,,,history
Utah State,2016,3,9,0,,,,history
Utah State,2017,6,7,0,,,,history
Utah State,2018,11,2,0,,,,history
Utah State,2019,7,6,0,,,,history
Utah State,2020,1,5,0,,,,history
Utah State,2021,11,3,0,,,,history
Utah State,2022,6,7,0,,,,history
Utah State,2023,6,7,0,,,,history
Utah State,2024,4,8,0,,,,history
Utah State,2025,6,7,0,,,,history
UTEP,1930,0,1,0,,,,history
UTEP,1931,2,0,0,,,,history
UTEP,1932,1,3,0,,,,history
UTEP,1933,1,3,0,,,,history
UTEP,1934,0,2,0,,,,history
UTEP,1935,1,8,0,,,,history
UTEP,1936,5,3,1,,,,history
UTEP,1937,7,1,2,,,,history
UTEP,1938,6,3,0,,,,history
UTEP,1939,5,4,0,,,,history
UTEP,1940,4,4,1,,,,history
UTEP,1941,4,5,1,,,,history
UTEP,1942,5,4,0,,,,history
UTEP,1946,3,6,0,,,,history
UTEP,1947,5,3,1,,,,history
UTEP,1948,8,2,1,,,,history
UTEP,1949,8,2,1,,,,history
UTEP,1950,7,3,0,,,,history
UTEP,1951,3,7,0,,,,history
UTEP,1952,5,5,1,,,,history
UTEP,1953,8,2,0,,,,history
UTEP,1954,8,3,0,,,,history
UTEP,1955,6,2,2,,,,history
UTEP,1956,9,2,0,,,,history
UTEP,1957,6,3,0,,,,history
UTEP,1958,2,7,0,,,,history
UTEP,1959,3,7,0,,,,history
